id_nome,id_ano,engine_capacity,id_insurance,id_transmission_type,kms_driven,owner_type,id_fuel_type,max_power,seats,mileage,id_body_type,id_city,resale_price_Lakh
3.3666097103924297,2.275529241045097,1199.0,0.23025913794875916,0.14298399369863363,30910.0,1.0,0.18667511225498815,83.8,5.0,23.84,0.37457193804008,1.0890004960883384,5.66
2.889488455672767,2.1535348850835785,1199.0,1.3212867316057721,0.14298399369863363,48089.0,3.0,0.18667511225498815,88.7,5.0,17.5,0.5976018394486557,1.289241805108273,6.64
3.0308176084692366,2.2362759418974236,1497.0,0.23025913794875916,0.14298399369863363,51000.0,2.0,0.18667511225498815,117.3,5.0,17.4,0.5626975978643645,0.9181610555687159,5.65
3.667639706056411,1.7038518787108556,1956.0,0.23025913794875916,0.5518073892282074,30000.0,1.0,0.500913650476359,167.6,7.0,14.08,0.5976018394486557,0.9181610555687159,23.0
3.4457909564400544,1.8799431377665368,1197.0,1.3212867316057721,0.5518073892282074,61113.0,1.0,0.18667511225498815,83.1,5.0,21.4,0.37457193804008,1.1739493499035554,6.87
3.843730965112092,2.2309471083923564,2993.0,0.23025913794875916,0.5518073892282074,31738.0,1.0,0.500913650476359,261.4,4.0,17.66,3.843730965112092,1.0890004960883384,115.0
3.299662920761816,1.7038518787108556,1197.0,0.23025913794875916,0.14298399369863363,30000.0,2.0,0.18667511225498815,81.8,5.0,17.52,0.5976018394486557,0.7611250924141936,7.85
3.843730965112092,2.2582702356035913,1598.0,0.23025913794875916,0.14298399369863363,80000.0,3.0,0.18667511225498815,103.5,5.0,16.09,0.5626975978643645,0.8701413416848351,5.95
3.5427009694481106,1.9067148576472779,1995.0,0.23025913794875916,0.5518073892282074,36000.0,1.0,0.500913650476359,187.7,5.0,22.48,0.5626975978643645,0.7611250924141936,38.75
3.667639706056411,1.9516363624216118,999.0,0.23025913794875916,0.5518073892282074,14608.0,1.0,0.18667511225498815,98.6,5.0,18.24,0.5976018394486557,0.8701413416848351,9.6
3.667639706056411,1.9488613083668396,999.0,0.439581715902397,0.14298399369863363,25000.0,1.0,0.18667511225498815,67.0,5.0,21.74,0.37457193804008,0.7611250924141936,3.49
3.299662920761816,2.180973133430518,2143.0,0.439581715902397,0.5518073892282074,63000.0,1.0,0.500913650476359,170.0,5.0,19.27,0.5626975978643645,1.0890004960883384,26.5
