resale_price_Lakh,prediction,difference,abs_error,pct_error,precisao,satisfacao_old,satisfacao_new
5.66,13.971362222222224,-8.311362222222224,8.311362222222224,146.8438555162937,1,0.40260655094547254,0.9026065509454726
6.64,5.962988333333326,0.6770116666666741,0.6770116666666741,10.195958835341479,1,0.22743993787374833,0.7274399378737484
5.65,4.845754038739039,0.8042459612609614,0.8042459612609614,14.234441792229404,1,0.21274510342495911,0.7127451034249591
23.0,2.7933826207851187,20.206617379214883,20.206617379214883,87.8548581704995,1,0.15964441439578475,0.6596444143957847
6.87,9.790602727181488,-2.920602727181488,2.920602727181488,42.51241233160827,1,0.2728038332238067,0.7728038332238067
115.0,0.14982679199411386,114.85017320800588,114.85017320800588,99.8697158330486,1,0.1932931315108838,0.1932931315108838
7.85,8.999148125485986,-1.1491481254859863,1.1491481254859863,14.638829624025304,1,0.44270635177494383,0.9427063517749439
5.95,12.680271411965803,-6.730271411965803,6.730271411965803,113.11380524312273,1,0.04962029666975565,0.5496202966697556
38.75,13.53512179765496,25.21487820234504,25.21487820234504,65.07065342540656,1,0.2879827584004723,0.7879827584004724
9.6,10.101012700472445,-0.5010127004724456,0.5010127004724456,5.218882296587975,0,0.897426143379064,0.897426143379064
3.49,15.144142127324528,-11.654142127324528,11.654142127324528,333.92957384884033,1,0.11153739436559051,0.11153739436559051
26.5,5.339473717329284,21.160526282670716,21.160526282670716,79.8510425761159,1,0.27617076061566465,0.7761707606156647
3.1,8.641990857329112,-5.541990857329113,5.541990857329113,178.77389862351976,1,0.2533927152732732,0.7533927152732731
10.22,11.064969506639233,-0.8449695066392326,0.8449695066392326,8.267803391773313,1,0.3420562848146753,0.8420562848146753
4.55,4.547990000000001,0.002009999999998513,0.002009999999998513,0.044175824175791495,0,0.6554826254502009,0.6554826254502009
7.18,6.35294762820513,0.8270523717948697,0.8270523717948697,11.518835261766988,1,0.019875304208710642,0.019875304208710642
3.78,4.915371190476187,-1.1353711904761874,1.1353711904761874,30.036274880322424,1,0.02448808442327849,0.5244880844232784
49.5,6.835590912970087,42.66440908702991,42.66440908702991,86.19072542834326,1,0.2603137536169715,0.7603137536169715
6.75,14.689188856278259,-7.939188856278259,7.939188856278259,117.61761268560382,1,0.021648843289146957,0.521648843289147
9.85,7.6258712012987,2.224128798701299,2.224128798701299,22.579987804074104,1,0.1958036949742108,0.1958036949742108
5.5,5.998594949886712,-0.49859494988671216,0.49859494988671216,9.065362725212948,1,0.04537400134015679,0.5453740013401568
4.25,11.149826791994114,-6.899826791994114,6.899826791994114,162.34886569397915,1,0.09158058859425955,0.5915805885942595
15.0,-4.429691451870449,19.429691451870447,19.429691451870447,129.53127634580298,1,0.0793240467580475,0.5793240467580475
6.68,12.930516428571421,-6.250516428571421,6.250516428571421,93.57060521813506,1,0.22443729388921196,0.724437293889212
21.0,2.8805326038831023,18.119467396116896,18.119467396116896,86.28317807674712,1,0.32445341568214675,0.8244534156821468
2.46,2.9530830952380955,-0.49308309523809557,0.49308309523809557,20.0440282617112,1,0.21512765137594647,0.7151276513759465
43.0,20.856484446947942,22.143515553052058,22.143515553052058,51.496547797795486,1,0.496179414232087,0.496179414232087
7.75,7.232326531842341,0.5176734681576587,0.5176734681576587,6.679657653647208,0,0.5680779670743498,0.5680779670743498
7.33,21.833673733766236,-14.503673733766236,14.503673733766236,197.8673087826226,1,0.1535389429465936,0.6535389429465936
8.5,9.27783963715629,-0.7778396371562906,0.7778396371562906,9.151054554779888,1,0.26979813747627673,0.26979813747627673
15.75,15.341409546018918,0.4085904539810823,0.4085904539810823,2.5942251046417923,0,0.523982347097787,0.523982347097787
11.5,16.636107668070483,-5.136107668070483,5.136107668070483,44.661805809308554,1,0.35875370339183443,0.8587537033918344
3.95,10.901774122315475,-6.9517741223154745,6.9517741223154745,175.99428157760696,1,0.29333281470255285,0.7933328147025529
7.34,9.790602727181488,-2.4506027271814883,2.4506027271814883,33.386958135987584,1,0.422827497330714,0.922827497330714
7.59,9.288278738588293,-1.698278738588293,1.698278738588293,22.375213947144836,1,0.27286480998509993,0.27286480998509993
9.0,18.126223933466335,-9.126223933466335,9.126223933466335,101.40248814962594,1,0.4120925306437837,0.4120925306437837
7.12,6.78224119047619,0.33775880952380977,0.33775880952380977,4.74380350454789,0,0.6755367138943631,0.6755367138943631
32.5,3.4788746602632834,29.021125339736717,29.021125339736717,89.29577027611298,1,0.49252179778784844,0.49252179778784844
10.49,10.229758888316056,0.2602411116839445,0.2602411116839445,2.480849491743989,0,0.8121421376300129,0.8121421376300129
7.5,15.443512215593241,-7.943512215593241,7.943512215593241,105.91349620790989,1,0.0763957126979753,0.5763957126979753
4.54,4.35086666666667,0.18913333333332982,0.18913333333332982,4.165932452275987,0,0.5297559312506688,0.5297559312506688
7.5,4.586061467973086,2.913938532026914,2.913938532026914,38.85251376035885,1,0.2884109647762346,0.2884109647762346
4.08,5.548639950049949,-1.4686399500499485,1.4686399500499485,35.99607720710658,1,0.2392769587310265,0.7392769587310265
11.25,10.791546064123786,0.4584539358762143,0.4584539358762143,4.075146096677461,0,0.881569789642759,0.881569789642759
4.08,9.074696169386169,-4.9946961693861684,4.9946961693861684,122.41902375946492,1,0.41015860731518344,0.9101586073151835
9.15,10.101012700472445,-0.9510127004724449,0.9510127004724449,10.39358142592836,1,0.3084578429183067,0.8084578429183067
4.5,8.931723656535791,-4.431723656535791,4.431723656535791,98.48274792301758,1,0.35047607838311473,0.8504760783831147
0.85,2.929602526632255,-2.079602526632255,2.079602526632255,244.6591207802653,1,0.025918365389891507,0.025918365389891507
5.5,6.2350681593406545,-0.7350681593406545,0.7350681593406545,13.364875624375536,1,0.24224485175923832,0.7422448517592384
9.21,11.24839003968254,-2.0383900396825396,2.0383900396825396,22.132356565499887,1,0.06534264997216549,0.5653426499721654
9.0,16.93931048286391,-7.93931048286391,7.93931048286391,88.2145609207101,1,0.23772395668882468,0.7377239566888247
16.5,18.78246494398059,-2.282464943980589,2.282464943980589,13.83312087260963,1,0.3649030100312842,0.8649030100312842
8.0,17.311044503491203,-9.311044503491203,9.311044503491203,116.38805629364003,1,0.4209188116252815,0.9209188116252816
4.0,4.618524747298625,-0.6185247472986246,0.6185247472986246,15.463118682465616,1,0.4492346156217818,0.4492346156217818
2.5,7.7226512145136885,-5.2226512145136885,5.2226512145136885,208.90604858054752,1,0.33179721737196866,0.33179721737196866
2.95,4.9089457140082144,-1.9589457140082143,1.9589457140082143,66.40493945790557,1,0.2652102229125634,0.7652102229125635
34.0,3.6891888562782587,30.310811143721743,30.310811143721743,89.14944454035808,1,0.35229582117274766,0.35229582117274766
2.75,14.644107592665355,-11.894107592665355,11.894107592665355,432.51300336964925,1,0.3522892425952458,0.8522892425952457
5.5,13.085460083777507,-7.585460083777507,7.585460083777507,137.91745606868196,1,0.3566744758473198,0.8566744758473198
29.75,4.890978203533647,24.85902179646635,24.85902179646635,83.55973713097933,1,0.004304688477328844,0.5043046884773288
10.25,11.822024815525962,-1.5720248155259622,1.5720248155259622,15.336827468545971,1,0.27852675314159314,0.7785267531415931
2.75,2.9412323447712447,-0.19123234477124473,0.19123234477124473,6.9539034462270815,0,0.5881635445841304,0.5881635445841304
3.9,11.139310811753607,-7.239310811753606,7.239310811753606,185.62335414752837,1,0.28185708807803017,0.7818570880780302
2.5,6.570308548129551,-4.070308548129551,4.070308548129551,162.81234192518207,1,0.4638815170310033,0.4638815170310033
3.4,6.346350281224232,-2.9463502812242317,2.9463502812242317,86.6573612124774,1,0.10285320836113598,0.602853208361136
5.94,5.67615502858253,0.26384497141747065,0.26384497141747065,4.441834535647654,0,0.6212787515393949,0.6212787515393949
2.5,4.487291005469917,-1.9872910054699169,1.9872910054699169,79.49164021879668,1,0.10085104903056102,0.10085104903056102
6.43,11.206780587854738,-4.776780587854738,4.776780587854738,74.28896715170666,1,0.46359477320627296,0.963594773206273
5.77,7.321768512525058,-1.551768512525058,1.551768512525058,26.89373505242735,1,0.07676598821124997,0.5767659882112499
10.2,15.350175999852427,-5.1501759998524275,5.1501759998524275,50.49192156718066,1,0.41967375901860426,0.9196737590186043
3.3,9.074696169386169,-5.774696169386169,5.774696169386169,174.9907930117021,1,0.2931865605973001,0.2931865605973001
2.5,2.379675361280875,0.1203246387191248,0.1203246387191248,4.812985548764992,0,0.529910111147304,0.529910111147304
6.6,6.34640119047619,0.25359880952381,0.25359880952381,3.8424062049062115,0,0.8697505338193432,0.8697505338193432
8.75,10.101012700472445,-1.3510127004724453,1.3510127004724453,15.440145148256518,1,0.3032090710114947,0.8032090710114947
5.9,5.570308548129551,0.329691451870449,0.329691451870449,5.5879907096686265,0,0.6775758290030378,0.6775758290030378
6.7,5.68428626984127,1.0157137301587298,1.0157137301587298,15.159906420279547,1,0.04804650034911584,0.5480465003491158
8.5,10.742319741369743,-2.2423197413697427,2.2423197413697427,26.380232251408735,1,0.12774894140711812,0.6277489414071181
