resale_price_Lakh,prediction
5.66,5.570700000000006
6.64,6.921799999999994
5.65,5.861099999999992
23.0,24.0058
6.87,6.9272000000000045
115.0,101.0505
7.85,7.92080000000001
5.95,5.616499999999998
38.75,38.58919999999999
9.6,9.247900000000012
3.49,3.837800000000004
26.5,27.3633
3.1,3.2818000000000014
10.22,9.734500000000015
4.55,3.7082999999999977
7.18,7.9446
3.78,3.9577999999999944
49.5,48.256499999999996
6.75,6.5448999999999975
9.85,7.144300000000004
5.5,5.6393999999999975
4.25,4.1742
15.0,14.782300000000003
6.68,6.566499999999999
21.0,20.673500000000004
2.46,2.3769000000000013
43.0,38.8325
7.75,7.221700000000001
7.33,7.037900000000003
8.5,9.377600000000001
15.75,14.7514
11.5,11.8801
3.95,4.218299999999996
7.34,7.0383000000000004
7.59,6.942300000000001
9.0,8.064
7.12,5.837500000000001
32.5,36.2195
10.49,12.110800000000008
7.5,7.4391
4.54,4.0309000000000035
7.5,12.090500000000002
4.08,4.020600000000001
11.25,11.869799999999998
4.08,4.146999999999998
9.15,9.654999999999992
4.5,4.6517
0.85,1.0913000000000002
5.5,5.338699999999999
9.21,9.268600000000006
9.0,9.662199999999997
16.5,17.4361
8.0,8.281300000000002
4.0,4.598600000000001
2.5,3.0544
2.95,3.084699999999996
34.0,38.0065
2.75,2.5361999999999996
5.5,5.068200000000001
29.75,31.13850000000001
10.25,10.132900000000001
2.75,2.8912000000000004
3.9,4.039999999999999
2.5,2.7295999999999996
3.4,3.446799999999998
5.94,6.085800000000003
2.5,2.7401
6.43,6.845999999999995
5.77,5.3163
10.2,10.161800000000015
3.3,3.772400000000001
2.5,2.4640000000000004
6.6,6.600200000000008
8.75,9.360900000000003
5.9,6.359599999999993
6.7,6.4007000000000005
8.5,8.5536
2.85,3.7313000000000027
3.4,3.3140999999999985
2.43,2.5556000000000036
1.05,1.3477999999999994
8.1,7.588700000000009
5.06,5.067000000000001
8.42,7.885599999999996
7.0,6.8245000000000005
5.75,5.379899999999997
4.64,4.2497999999999925
5.58,5.868600000000003
6.47,6.374700000000007
7.25,7.3718
3.9,3.6461999999999968
20.5,19.534499999999998
4.73,4.6717999999999975
17.5,17.4455
10.25,10.060900000000002
3.2,4.475200000000002
11.0,10.637599999999999
9.17,9.15709999999999
5.38,5.435199999999998
4.31,3.7311999999999994
2.45,2.6877999999999953
2.31,1.9561
4.98,5.4491
3.5,3.0225999999999975
4.65,4.638599999999996
9.52,9.16559999999999
4.5,4.529700000000001
16.0,15.030600000000003
4.8,4.777500000000005
5.0,4.798000000000001
2.0,2.9937
6.92,7.010999999999995
17.0,17.9389
7.6,6.973099999999997
4.85,2.8698999999999995
3.49,3.6821000000000033
7.1,7.354200000000008
2.45,2.336499999999997
5.64,5.3693999999999935
5.5,5.9231000000000025
11.0,12.1779
6.99,7.273900000000005
5.34,5.152199999999993
17.0,16.445500000000003
7.45,7.271600000000006
2.8,2.880200000000004
11.0,10.571099999999996
6.0,13.621300000000002
10.0,10.7948
3.64,3.7366999999999937
3.4,2.9103000000000003
2.53,2.7772999999999985
12.17,11.512099999999997
6.6,6.5029000000000075
5.74,5.790700000000004
5.96,5.453000000000003
5.12,5.719400000000003
1.95,1.9950999999999979
9.75,8.927900000000003
5.64,5.834099999999994
2.1,2.0936999999999975
6.4,5.625799999999994
2.65,2.5895000000000024
7.23,7.074900000000008
19.5,19.152299999999997
2.35,2.4366999999999974
3.99,3.7802000000000033
1.5,1.3966396999999997
2.0,2.1038999999999994
9.2,13.179900000000007
15.95,14.098000000000011
5.65,5.623499999999992
9.5,9.565900000000001
6.25,5.745399999999997
7.38,7.592799999999995
1.18,1.2909000000000026
0.75635,0.9582869999999996
5.0,5.415700000000002
2.35,2.285699999999998
8.13,7.873199999999996
1.2,1.1923231000000012
16.85,17.28759999999998
4.54,4.2862000000000045
13.2,12.152000000000017
1.7,1.560845299999999
9.5,9.3933
7.1,7.065000000000007
7.81,9.453000000000001
11.15,11.2802
8.13,8.132000000000003
6.72,6.840900000000012
5.0,4.659999999999999
16.4,17.461800000000018
2.1,2.1287999999999996
5.5,5.673100000000001
26.5,26.4115
4.83,4.569499999999998
3.7,3.842699999999997
15.08,16.638499999999997
13.21,12.749800000000011
4.75,6.613599999999998
3.6,3.522299999999999
10.0,10.1639
18.5,19.196800000000003
4.45,4.2161
6.39,6.2175
19.86,18.847599999999968
1.75,1.9649000000000003
3.0,2.7983999999999996
4.21,3.834299999999995
2.49,2.4920000000000004
7.95,8.34790000000001
2.1,2.291299999999998
6.39,6.327699999999994
8.67,8.417999999999994
3.99,4.145500000000003
0.5,0.6316504
6.39,6.111999999999995
6.39,6.471299999999993
15.79,13.510999999999985
7.95,7.705300000000001
6.64,6.684299999999991
4.8,4.886900000000005
7.15,6.877999999999991
6.45,6.149100000000002
9.32,9.56590000000001
6.0,6.000300000000001
5.62,6.142700000000002
10.15,10.110399999999991
3.57,3.615999999999998
18.0,16.723400000000005
13.9,13.713100000000006
10.8,9.97499999999999
5.48,5.542800000000005
12.56,12.305100000000005
5.12,4.726900000000001
32.0,31.265
5.0,5.007699999999997
3.85,4.089599999999997
5.99,5.962400000000005
4.85,5.0258000000000065
2.5,2.1677
7.19,6.8610000000000095
4.3,4.377200000000005
4.0,4.2549
2.95,3.092199999999997
1.75,1.6522000000000006
3.43,3.5556000000000036
4.14,3.9360999999999926
2.79,2.780599999999999
16.25,13.938099999999999
3.45,3.8342999999999954
6.5,6.801999999999998
8.19,8.396300000000013
9.25,8.963299999999998
6.99,7.026900000000005
10.9,11.1843
2.6,2.3009999999999975
18.75,17.7591
5.45,5.279199999999996
25.99,24.594999999999978
5.1,5.255900000000002
1.72,2.146599999999999
4.5,4.4785
6.1,5.8345000000000065
2.8,1.8447999999999993
9.34,9.144000000000009
7.0,6.8512
2.85,2.1550000000000007
4.84,5.06469999999999
4.76,4.528899999999997
8.0,7.138999999999999
7.99,7.763600000000002
9.75,9.8154
2.5,2.4908000000000006
3.37,3.4084000000000017
42.0,43.34889999999999
3.3,2.800500000000003
3.95,4.256599999999995
2.6,2.3853999999999984
4.09,3.958799999999996
15.75,15.698
1.95,2.0415999999999976
6.0,6.1029
53.0,66.0635
1.95,1.8602999999999985
5.05,5.211900000000006
7.25,7.3696
5.27,5.069899999999996
11.5,11.341500000000002
5.37,5.765200000000002
13.0,13.7789
1.2,1.3942000000000012
5.5,5.9299
3.75,3.9537999999999993
4.4,4.379999999999997
17.8,17.58019999999998
123.0,123.262
2.9,3.2234999999999987
3.2,3.1183999999999967
6.0,7.3687000000000005
2.54,2.5713999999999975
5.0,4.364400000000001
11.5,11.105800000000002
4.5,4.806799999999996
3.0,3.0953999999999997
5.25,5.600499999999999
5.65,5.6475999999999935
15.99,15.861000000000004
2.45,2.759499999999997
5.15,4.606000000000001
8.8,9.565
5.03,4.530799999999994
4.65,5.941400000000001
18.0,18.2978
4.75,4.2094
3.35,3.4534000000000016
3.12,2.9848000000000017
9.87,10.621500000000005
20.0,15.468200000000001
7.5,7.0453
23.5,22.0625
5.5,5.224000000000001
2.65,2.716099999999999
4.49,4.885
10.5,11.060300000000007
6.03,6.144199999999988
6.1,6.172800000000008
9.0,9.390400000000001
28.5,27.614
20.0,19.1554
14.0,9.361399999999994
9.0,6.7929
2.97,2.9179000000000017
6.66,6.825900000000001
4.18,4.043600000000001
4.5,4.9897
1.7,2.102899999999999
2.15,2.035700000000001
32.0,31.302000000000003
47.5,44.641899999999985
2.2,2.2050999999999994
5.0,4.760599999999999
5.5,5.185499999999999
2.84,3.255599999999996
3.0,3.2774
6.39,6.596699999999993
42.0,24.3094
6.0,6.123399999999999
3.0,3.6858999999999997
6.0,7.031899999999999
4.8,4.798900000000006
8.5,8.833300000000001
4.65,5.029600000000005
7.25,7.455699999999999
2.35,2.260099999999997
10.5,10.367199999999999
7.75,7.4078000000000035
2.44,2.4390999999999985
5.5,5.873700000000001
12.0,10.906600000000001
1.6,2.1287999999999987
6.45,6.329000000000002
18.9,17.79940000000002
3.98,3.762300000000002
7.49,7.151100000000005
4.5,5.044799999999998
4.5,4.464099999999998
5.25,5.341799999999998
2.55,2.5356000000000036
8.21,7.611500000000006
4.01,3.9613999999999963
4.92,4.912700000000004
0.3,0.7485399999999991
12.0,12.982700000000001
0.35,0.5298457000000005
15.75,15.708
4.24,3.4272000000000014
4.6,5.678800000000007
13.25,11.671100000000001
3.17,3.0657000000000023
5.29,5.166900000000004
4.8,4.6867000000000045
8.38,8.654599999999999
8.38,8.7219
15.99,16.1663
5.55,5.268100000000001
7.5,9.016699999999997
5.49,5.848700000000005
4.1,4.442600000000006
3.0,3.1411000000000002
3.5,3.7123999999999997
27.75,35.9566
2.45,1.756244500000001
3.26,3.351599999999997
2.15,2.1981000000000024
64.5,61.99449999999999
5.0,5.3219
2.3,2.742500000000004
23.0,27.038100000000004
2.1,2.4317999999999973
24.9,30.546300000000027
3.6,4.270000000000003
8.26,7.829699999999997
4.2,4.527399999999995
7.0,6.9091000000000005
5.11,5.210500000000007
5.21,5.058899999999995
5.15,5.091199999999998
10.5,11.3545
1.83,1.8576000000000024
4.0,4.232099999999999
7.25,6.818000000000001
6.22,6.161700000000008
7.75,7.317199999999998
9.79,9.987399999999989
6.25,5.821800000000001
4.75,5.301799999999999
4.21,4.359699999999998
15.25,16.2282
4.99,5.505500000000004
4.09,3.854799999999995
4.75,4.9944
14.9,14.883700000000015
6.3,6.360100000000001
3.25,2.5639
7.43,7.22239999999999
8.06,7.748499999999987
1.1,1.815900000000001
13.0,12.706899999999996
18.25,15.949200000000001
5.08,5.032499999999997
2.4,2.459900000000002
10.5,10.2208
24.8,29.290200000000027
21.0,22.732500000000005
7.36,7.551900000000007
4.99,5.609800000000004
6.59,6.758799999999999
3.72,3.656300000000004
6.99,6.066099999999999
3.25,3.4396999999999998
15.0,14.4134
18.99,18.656000000000002
3.89,4.053899999999997
6.42,6.263499999999998
28.5,27.914499999999997
14.0,14.4909
4.35,2.9507000000000003
5.35,5.453400000000001
12.25,13.163300000000003
4.3,5.2189999999999985
2.0,1.9655000000000005
3.58,3.399800000000001
2.45,3.3182
6.5,5.584199999999999
3.8,3.7245000000000035
1.4,1.2641000000000013
7.7,7.294100000000004
2.45,2.3296999999999977
2.3,2.8136000000000037
9.74,10.053200000000006
4.11,4.259900000000005
5.43,5.458099999999999
7.25,7.464199999999997
3.4,3.621199999999999
6.79,7.245999999999994
1.83,2.156299999999999
2.0,2.0606000000000004
13.6,13.628699999999997
12.75,10.63050000000001
2.3,2.413200000000003
2.95,2.6347999999999967
53.75,53.885200000000005
2.95,2.8260999999999967
1.4,1.6089632000000003
2.57,2.9004999999999965
8.0,10.798300000000001
28.0,28.8226
3.0,2.9838999999999993
17.0,18.4918
13.25,13.3445
10.06,10.344799999999985
0.8,1.2886999999999993
17.5,16.694100000000002
10.0,8.384300000000001
3.85,3.871900000000003
5.75,6.538599999999999
8.1,7.083199999999998
2.65,2.8322000000000003
5.95,5.890499999999999
7.84,7.387800000000004
4.21,4.215699999999997
8.44,8.588199999999997
47.5,41.695699999999995
5.15,5.105999999999995
25.0,22.976999999999997
5.5,6.2735
3.15,3.3667999999999982
11.25,10.946499999999997
6.75,6.3715
16.75,14.863999999999999
2.85,3.3337000000000008
3.23,2.932399999999999
16.4,14.775300000000007
10.0,9.953899999999999
9.25,8.6761
7.65,7.540299999999995
16.21,15.700800000000017
2.65,2.3353000000000033
3.65,3.7503999999999973
4.35,5.101900000000006
4.25,4.3599
5.88,6.372300000000001
3.99,3.846800000000004
7.5,7.771399999999997
3.75,3.9268
8.72,8.735200000000013
4.15,4.075199999999996
41.5,40.35350000000002
5.2,5.295199999999998
5.7,5.4526999999999965
4.0,3.3680999999999996
17.5,18.41710000000001
4.7,4.679399999999994
3.15,3.0853999999999995
3.85,3.782700000000003
5.36,5.443900000000006
4.15,4.247899999999996
1.9,2.269100000000002
5.44,6.639400000000004
6.5,6.462299999999996
2.0,2.2694
4.03,4.515599999999993
8.39,8.656599999999996
0.69,0.8005000999999994
24.0,24.089000000000006
7.46,6.3277
4.95,5.365900000000002
2.1,2.176699999999998
11.8,12.602799999999984
6.45,6.241200000000001
1.0,1.1964632
5.25,5.107
3.83,3.675199999999998
4.75,4.131999999999999
3.49,3.806900000000003
10.35,10.277700000000012
4.25,4.4366
29.99,32.26949999999995
8.5,8.412899999999995
1.88,1.8819999999999986
24.0,25.80919999999999
30.75,38.792
0.88,0.8952958000000001
9.1,9.555099999999996
6.95,7.285200000000006
9.63,10.208499999999995
4.0,4.667800000000002
18.25,18.1179
17.75,17.973699999999997
0.5,0.6690999999999999
17.5,17.62520000000001
3.4,3.5284999999999997
3.6,3.5160000000000013
16.5,15.928899999999999
5.0,5.332500000000001
5.5,7.323899999999997
4.1,4.424900000000005
3.6,5.016700000000005
5.12,4.750700000000002
4.25,4.3564
12.0,11.544299999999998
12.7,13.165700000000005
34.75,36.736799999999995
4.52,5.3833999999999955
3.9,4.248799999999996
6.6,6.243600000000007
7.5,9.202300000000003
3.24,3.0198000000000023
12.0,11.490800000000004
18.75,23.113000000000003
13.77,12.3171
6.5,6.102299999999999
3.97,3.7704000000000066
5.45,5.542199999999995
2.5,2.8231
7.95,6.938900000000002
5.6,5.330600000000004
5.1,5.172700000000005
8.75,8.805
3.8,3.8413000000000053
41.75,43.37
4.5,4.5466000000000015
14.95,14.676000000000021
7.0,6.906200000000001
6.7,6.7605
4.57,4.6931999999999965
27.5,26.499200000000002
60.5,74.7828
6.48,6.368700000000006
4.34,4.515899999999994
7.16,7.240500000000004
2.61,2.6890000000000054
11.95,12.424500000000013
4.03,4.79239999999999
3.01,3.173299999999997
2.15,2.228800000000003
4.88,4.692299999999996
3.5,3.3258000000000005
3.0,3.073900000000001
2.8,2.6580000000000017
5.0,7.517599999999999
3.0,2.9667999999999997
18.0,25.9503
1.51,1.6513
9.0,8.039200000000001
35.0,37.902
3.98,3.8924000000000025
1.5,1.7072
3.81,4.0654
13.4,14.181900000000008
4.25,4.0299000000000005
4.75,4.594199999999998
1.55,1.3594063999999992
3.76,4.200499999999998
2.8,2.880000000000002
3.15,2.901700000000001
3.79,3.768200000000001
3.75,3.8004999999999995
6.25,6.172
5.53,5.660199999999999
13.5,13.959900000000003
44.5,51.68879999999999
6.0,5.895399999999999
15.99,15.990200000000009
4.08,3.994699999999998
20.0,18.7129
7.24,7.7165000000000035
5.6,5.449700000000007
4.2,4.3250999999999955
3.75,4.3694
4.7,4.698299999999995
4.5,4.368999999999998
5.41,5.935700000000001
2.8,2.816100000000004
6.2,6.5245000000000015
9.5,10.04
5.15,5.322099999999994
10.9,11.322599999999996
4.5,4.1519
3.0,2.753199999999999
14.5,14.756700000000002
6.6,6.0608000000000075
2.0,2.1962999999999995
1.35,1.1696994999999983
5.9,5.735099999999993
9.56,6.6389
2.5,2.5173
3.3,3.4700000000000033
72.0,46.64860000000001
3.3,3.5357000000000043
7.25,6.803999999999998
7.34,7.4681000000000015
2.55,2.5725000000000033
4.03,3.9720999999999935
2.41,2.457199999999999
2.7,2.228399999999998
7.92,8.089899999999991
44.9,47.36000000000002
1.0,1.1541397
3.7,3.553
5.25,5.3865
8.5,8.3646
2.65,2.523100000000002
4.5,4.679699999999999
3.0,2.9721
5.05,4.762699999999999
4.44,4.470299999999997
7.0,6.7837
4.49,4.3125000000000036
10.9,10.761799999999994
2.89,3.1678999999999955
3.95,3.889699999999996
4.36,4.097100000000003
8.45,9.239100000000008
5.94,5.597099999999999
1.5,1.6966999999999997
18.75,17.8826
1.9,2.1285000000000025
5.2,4.9019999999999975
6.0,6.783000000000003
3.85,3.905050000000005
2.5,2.5044999999999984
3.93,4.076100000000003
7.98,8.172300000000007
13.0,14.822300000000006
8.35,8.102200000000009
3.96,4.171499999999997
5.77,5.637699999999994
20.0,19.715799999999998
20.0,19.983199999999997
2.1,2.535499999999997
5.65,6.1316
9.9,10.511899999999992
14.99,15.403400000000001
1.99,2.233300000000002
2.5,3.1566
7.0,7.156500000000001
28.45,25.318799999999996
3.45,3.4947999999999957
5.75,5.599399999999998
2.25,2.7184999999999997
1.88,1.9597999999999984
2.25,2.4867999999999997
6.25,5.899299999999999
1.05,1.3474999999999997
5.3,5.148800000000005
7.9,8.60649999999999
6.9,7.177799999999988
10.99,10.978100000000007
6.85,6.951900000000008
3.2,3.2884999999999964
3.75,4.144100000000001
2.85,2.2998000000000007
2.78,2.874499999999998
3.95,4.245499999999995
10.43,9.844599999999987
2.1,2.483200000000001
7.0,7.6652
2.82,2.914099999999998
4.73,4.700200000000003
10.15,10.300999999999988
3.17,3.1120999999999985
6.5,5.861699999999997
2.75,2.5363999999999973
5.69,5.678600000000001
15.75,15.653300000000003
3.25,4.0673999999999975
3.35,3.3979000000000013
3.42,3.483699999999999
6.5,6.4038
5.9,4.997299999999996
8.81,8.538399999999985
5.56,5.172100000000005
6.18,6.1987999999999985
6.7,6.371900000000003
6.57,6.551400000000004
52.0,48.77440000000001
4.44,4.587499999999999
6.92,7.430999999999995
4.32,4.272799999999997
2.09,2.669999999999998
2.1,2.761899999999999
43.0,38.665
9.0,15.350600000000007
8.11,7.551199999999999
1.3,1.626800000000001
2.95,3.217099999999998
4.53,4.567499999999993
2.94,2.8789000000000002
10.9,12.8805
4.95,5.493699999999995
3.0,2.7237999999999998
7.99,6.866900000000002
9.78,9.289499999999988
3.85,3.8621000000000034
4.87,5.6759
15.5,15.123500000000002
15.5,13.938099999999999
8.25,5.968299999999999
9.37,9.985700000000001
7.15,6.861199999999993
45.5,43.789000000000016
9.25,9.179800000000004
11.95,12.016500000000017
3.95,3.987199999999998
14.0,13.521
7.19,7.117700000000009
3.0,2.95
14.99,15.489500000000003
4.5,4.783599999999999
4.5,5.000399999999996
18.25,16.9822
4.6,3.867900000000004
70.0,58.778
4.63,4.807299999999999
2.85,2.6576999999999975
11.0,11.6765
14.0,15.241900000000003
7.34,7.155
7.75,8.252699999999999
3.55,3.607499999999996
7.9,7.5200999999999905
2.99,3.052500000000003
12.0,12.642800000000005
7.13,6.929999999999998
8.57,8.728600000000009
5.93,5.712299999999998
13.65,13.37790000000001
4.26,3.7238999999999978
4.0,4.299199999999999
4.95,4.946699999999995
5.96,6.015399999999997
5.54,5.782500000000002
5.79,5.989200000000006
3.41,3.266200000000003
11.25,11.357600000000007
55.75,55.46699999999999
8.07,7.669700000000007
5.06,5.172199999999999
9.5,9.565
4.8,4.707500000000004
3.98,3.876000000000002
