ID,prediction
0,4.624444444444445
1,6.7
2,1.35
3,1.64
4,7.22
5,29.0
6,5.524545454545454
7,1.4
8,4.273333333333333
9,5.567500000000001
10,8.885
11,6.2
12,9.0
13,2.8
14,11.2125
15,8.258181818181818
16,6.775
17,4.36390243902439
18,0.5
19,4.1
20,6.114545454545455
21,8.0
22,2.87
23,3.551428571428571
24,6.506666666666667
25,6.255000000000001
26,4.1
27,14.342857142857143
28,57.75
29,2.4499999999999997
30,19.375
31,3.25
32,3.26
33,2.677777777777778
34,3.1
35,4.901764705882353
36,3.9572222222222218
37,3.1979999999999995
38,4.06
39,16.975
40,2.16
41,5.995
42,19.34
43,4.28
44,7.3066666666666675
45,7.18
46,39.0
47,3.83
48,23.725
49,4.220769230769231
50,10.04
51,6.034000000000001
52,7.378
53,2.0514285714285716
54,5.9075
55,3.858333333333333
56,4.363333333333333
57,7.205
58,15.0
59,11.163333333333334
60,5.45
61,7.75
62,6.35
63,11.5
64,12.8675
65,6.74
66,18.5
67,1.5
68,8.0
69,7.425
70,4.128181818181819
71,4.32
72,5.3675
73,5.8500000000000005
74,26.5
75,18.603333333333335
76,6.5
77,0.5
78,3.322
79,3.6174999999999997
80,8.1075
81,25.85
82,10.434999999999999
83,53.9
84,15.899999999999999
85,15.916666666666666
86,7.79
87,3.71
88,4.141666666666667
89,30.2
90,4.618
91,20.0
92,14.8
93,5.285714285714286
94,9.283333333333333
95,1.9844444444444445
96,6.67
97,3.675
98,5.99
99,13.530000000000001
100,7.1018181818181825
101,2.96
102,3.9050000000000002
103,5.24
104,10.03
105,15.777692307692309
106,3.1462499999999993
107,2.0250000000000004
108,4.59
109,5.572857142857143
110,5.1579999999999995
111,5.206666666666667
112,12.08
113,5.271388888888889
114,4.858888888888888
115,7.2162500000000005
116,2.5
117,0.58
118,6.266666666666667
119,4.99
120,17.225
121,17.733333333333334
122,10.074000000000002
123,9.601874999999998
124,4.5
125,4.607857142857142
126,2.3866666666666667
127,4.02
128,6.245454545454546
129,2.3
130,4.972857142857143
131,7.13
132,4.0
