body_type,id_categoria_marca,ano,city,insurance,transmission_type,seats,mileage,id_engine_capacity_group,fuel_type,id_kms_group,id_max_power_group,owner_type,ID
0.3628993718306124,0.0739370110636808,2017.0,0.9253511986753568,0.4479601120228741,0.130519719287745,5.0,18.9,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.1461665017243117,0.1512222684110716,0
0.3628993718306124,0.0739370110636808,2020.0,1.2812610075913198,1.414236739772124,0.5854879759391945,5.0,21.21,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.1461665017243117,0.6204249541483848,1
0.3628993718306124,0.0739370110636808,2010.0,1.5928311439816096,0.2549392753418014,0.130519719287745,5.0,18.2,0.7699906241057428,0.1803754522320382,0.0007057527481532,0.1461665017243117,1.3544804203850749,2
0.3628993718306124,0.0739370110636808,2010.0,0.7696133048101551,0.2549392753418014,0.130519719287745,5.0,19.7,0.7699906241057428,0.1803754522320382,0.0007057527481532,0.1461665017243117,0.1512222684110716,3
0.3628993718306124,0.0739370110636808,2018.0,0.7696133048101551,0.4479601120228741,0.130519719287745,5.0,17.19,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.1461665017243117,0.6204249541483848,4
0.6003006108416642,0.8999282159428821,2018.0,0.8694561530439567,0.4479601120228741,0.130519719287745,7.0,14.24,1.106601377509616,0.5154317288858208,0.0007057527481532,0.5760875597131951,0.1512222684110716,5
0.3628993718306124,0.0739370110636808,2020.0,1.111960561095544,0.2549392753418014,0.130519719287745,5.0,32.52,0.7699906241057428,1.5255258776637812,0.0007057527481532,0.1461665017243117,0.1512222684110716,6
3.7547859880547243,0.0739370110636808,2010.0,1.1241594647736464,0.2549392753418014,0.130519719287745,7.0,11.57,1.106601377509616,0.5154317288858208,0.0007057527481532,0.5760875597131951,1.3544804203850749,7
0.3628993718306124,0.0739370110636808,2018.0,1.2812610075913198,1.414236739772124,0.130519719287745,5.0,23.84,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.1461665017243117,0.1512222684110716,8
0.6003006108416642,0.0739370110636808,2017.0,0.9253511986753568,0.4479601120228741,0.130519719287745,5.0,17.5,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.1461665017243117,0.6204249541483848,9
0.5783883026254167,0.0739370110636808,2018.0,0.7696133048101551,0.4479601120228741,0.130519719287745,5.0,17.4,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.5760875597131951,0.1512222684110716,10
0.3628993718306124,0.0739370110636808,2021.0,1.17191240444597,0.2549392753418014,0.5854879759391945,5.0,20.3,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.1461665017243117,0.1512222684110716,11
0.6003006108416642,0.0739370110636808,2019.0,0.9253511986753568,0.4479601120228741,0.130519719287745,5.0,22.1,0.1260834897453587,0.5154317288858208,0.0007057527481532,0.1461665017243117,0.1512222684110716,12
0.3628993718306124,0.0739370110636808,2016.0,0.7696133048101551,0.2549392753418014,0.130519719287745,5.0,18.5,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.1461665017243117,0.6204249541483848,13
0.6003006108416642,0.0739370110636808,2014.0,0.7696133048101551,0.2549392753418014,0.130519719287745,7.0,13.5,1.106601377509616,0.5154317288858208,0.0007057527481532,0.5760875597131951,0.1512222684110716,14
0.6003006108416642,0.0739370110636808,2017.0,0.9253511986753568,0.2549392753418014,0.130519719287745,5.0,15.29,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.5760875597131951,0.6204249541483848,15
0.6003006108416642,0.0739370110636808,2016.0,0.7696133048101551,0.2549392753418014,0.130519719287745,7.0,16.0,0.1260834897453587,0.5154317288858208,0.0007057527481532,0.5760875597131951,0.1512222684110716,16
0.3628993718306124,0.0739370110636808,2016.0,0.7696133048101551,1.3103937143696132,0.130519719287745,5.0,18.9,0.1260834897453587,0.1803754522320382,0.0007057527481532,0.1461665017243117,0.1512222684110716,17
0.3628993718306124,0.0739370110636808,2001.0,0.8694561530439567,0.2549392753418014,0.130519719287745,5.0,14.0,0.7699906241057428,0.1803754522320382,0.0007057527481532,0.1461665017243117,1.3544804203850749,18
0.5783883026254167,0.0739370110636808,2014.0,1.2812610075913198,0.4479601120228741,0.130519719287745,5.0,20.54,0.1260834897453587,0.5154317288858208,0.0007057527481532,0.1461665017243117,0.1512222684110716,19
