id_marcas,ano,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,ID
0.6776651860522321,2017.0,1197.0,0.445408208432582,0.1313588447382279,53658.0,0.1504650669892519,0.1803335450672707,81.8,5.0,18.9,0.3641120702970005,0.9227099304234484,0
0.5414395158001966,2020.0,1197.0,1.4186443333957626,0.5831023826138171,33055.0,0.6203282546085825,0.1803335450672707,81.8,5.0,21.21,0.3641120702970005,1.281577182241788,1
0.5414395158001966,2010.0,998.0,0.2566333215136202,0.1313588447382279,90385.0,1.365235730644157,0.1803335450672707,67.1,5.0,18.2,0.3641120702970005,1.593888188315458,2
0.5414395158001966,2010.0,796.0,0.2566333215136202,0.1313588447382279,110000.0,0.1504650669892519,0.1803335450672707,46.3,5.0,19.7,0.3641120702970005,0.7676996810762409,3
0.6776651860522321,2018.0,1197.0,0.445408208432582,0.1313588447382279,58000.0,0.6203282546085825,0.1803335450672707,81.8,5.0,17.19,0.3641120702970005,0.7676996810762409,4
1.3828395027895355,2018.0,2755.0,0.445408208432582,0.1313588447382279,174000.0,0.1504650669892519,0.5149186383392457,174.5,7.0,14.24,0.5988691236058242,0.8683204154856445,5
0.5414395158001966,2020.0,998.0,0.2566333215136202,0.1313588447382279,48021.0,0.1504650669892519,1.5302191084460808,58.3,5.0,32.52,0.3641120702970005,1.1117169408591543,6
1.2308372911621728,2010.0,2179.0,0.2566333215136202,0.1313588447382279,120000.0,1.365235730644157,0.5149186383392457,138.1,7.0,11.57,3.750793039651931,1.13052790997428,7
1.2308372911621728,2018.0,1199.0,1.4186443333957626,0.1313588447382279,98982.0,0.1504650669892519,0.1803335450672707,84.0,5.0,23.84,0.3641120702970005,1.281577182241788,8
0.9762380635245456,2017.0,1199.0,0.445408208432582,0.1313588447382279,30995.0,0.6203282546085825,0.1803335450672707,88.7,5.0,17.5,0.5988691236058242,0.9227099304234484,9
0.9762380635245456,2018.0,1497.0,0.445408208432582,0.1313588447382279,43000.0,0.1504650669892519,0.1803335450672707,117.6,5.0,17.4,0.5780531058996504,0.7676996810762409,10
0.6776651860522321,2021.0,1086.0,0.2566333215136202,0.5831023826138171,26873.0,0.1504650669892519,0.1803335450672707,68.0,5.0,20.3,0.3641120702970005,1.170307007311498,11
0.6776651860522321,2019.0,1396.0,0.445408208432582,0.1313588447382279,52665.0,0.1504650669892519,0.5149186383392457,88.7,5.0,22.1,0.5988691236058242,0.9227099304234484,12
0.5414395158001966,2016.0,1197.0,0.2566333215136202,0.1313588447382279,50000.0,0.6203282546085825,0.1803335450672707,85.8,5.0,18.5,0.3641120702970005,0.7676996810762409,13
2.785491613549387,2014.0,2477.0,0.2566333215136202,0.1313588447382279,110000.0,0.1504650669892519,0.5149186383392457,175.5,7.0,13.5,0.5988691236058242,0.7676996810762409,14
0.6776651860522321,2017.0,1591.0,0.2566333215136202,0.1313588447382279,31097.0,0.6203282546085825,0.1803335450672707,121.3,5.0,15.29,0.5988691236058242,0.9227099304234484,15
1.3292636489263243,2016.0,1997.0,0.2566333215136202,0.1313588447382279,80000.0,0.1504650669892519,0.5149186383392457,140.0,7.0,16.0,0.5988691236058242,0.7676996810762409,16
0.6776651860522321,2016.0,1197.0,1.30640076596682,0.1313588447382279,71688.0,0.1504650669892519,0.1803335450672707,82.0,5.0,18.9,0.3641120702970005,0.7676996810762409,17
0.5414395158001966,2001.0,796.0,0.2566333215136202,0.1313588447382279,30000.0,1.365235730644157,0.1803335450672707,35.0,5.0,14.0,0.3641120702970005,0.8683204154856445,18
1.488427805103007,2014.0,1598.0,0.445408208432582,0.1313588447382279,53000.0,0.1504650669892519,0.5149186383392457,103.6,5.0,20.54,0.5780531058996504,1.281577182241788,19
0.9762380635245456,2015.0,1497.0,1.4186443333957626,0.1313588447382279,46397.0,0.6203282546085825,0.1803335450672707,117.3,5.0,17.4,0.5780531058996504,1.2231987490929124,20
0.5414395158001966,2018.0,1462.0,0.2566333215136202,0.5831023826138171,70000.0,1.365235730644157,0.1803335450672707,103.0,7.0,18.69,1.347596982231442,0.9227099304234484,21
1.488427805103007,2012.0,1598.0,0.2566333215136202,0.1313588447382279,68000.0,0.6203282546085825,0.1803335450672707,103.6,5.0,15.04,0.5780531058996504,1.0961020230412228,22
0.6776651860522321,2011.0,1591.0,0.2566333215136202,0.1313588447382279,50000.0,0.6203282546085825,0.1803335450672707,121.3,5.0,17.01,0.5780531058996504,1.170307007311498,23
1.2308372911621728,2019.0,1497.0,0.2566333215136202,0.1313588447382279,90000.0,0.1504650669892519,0.5149186383392457,108.5,5.0,21.5,0.5988691236058242,0.7676996810762409,24
0.6776651860522321,2019.0,1197.0,0.2566333215136202,0.1313588447382279,22179.0,0.1504650669892519,0.1803335450672707,81.8,5.0,20.7,0.3641120702970005,1.4985046952688743,25
