ID,prediction
0,5.74771260693771
1,5.770095211597977
2,5.650697426885919
3,5.6376246167953985
4,5.7779745234048585
5,5.808274998087359
6,5.665756137765019
7,5.715784380492199
8,5.716667851368047
9,5.760537235638075
10,5.776559331977907
11,5.793365814442904
12,5.747590847896652
13,5.73649117099778
14,5.755689540863063
15,5.781134186296977
16,5.761896757193389
17,5.733148475255569
18,5.557711121110406
19,5.688779924982836
20,5.732307806192763
21,5.76594729117247
22,5.710068891765087
23,5.677147186216682
24,5.75330362104143
25,5.76027456502383
26,5.715058185400125
27,5.794919291116035
28,5.851623355930283
29,5.653801669707431
30,5.968027104310664
31,5.641966238129438
32,5.71266925870749
33,5.674329710794141
34,5.66195569246642
35,5.762318946042792
36,5.671292036745564
37,5.7098762343400615
38,5.708814452238428
39,5.739830023722765
40,5.638590214670843
41,5.7392788473708904
42,5.814924445641763
43,5.7017108856564205
44,5.786899102643531
45,5.738960050015889
46,5.784467081037331
47,5.659220252374738
48,5.857117886234769
49,5.645302147630955
50,5.785347920563865
51,5.805334111561111
52,5.810032214587397
53,5.6447958182735185
54,5.77268480524352
55,5.676598744341516
56,5.717685868077507
57,5.769854505245254
58,5.835154134024317
59,5.828960886895974
60,5.740759376938355
61,5.682022007219334
62,5.7132884330254985
63,5.747416119754486
64,5.816786155086196
65,5.751445127970128
66,5.7446292063977715
67,5.660684802415733
68,5.742854747840746
69,5.818050041873206
70,5.732938129647023
71,5.743353301876775
72,5.571724416565573
73,5.656363312291119
74,5.766395910014255
75,5.820565506464677
76,5.746868378477798
77,5.626317707430935
78,5.677516789950339
79,5.718125280666323
80,5.809269083593895
81,5.866473242220579
82,5.80511663150455
83,5.847917862208289
84,5.794508869241777
85,5.763332085274098
86,5.68848378224804
87,5.715489578972657
88,5.741498745678308
89,5.784836949186042
90,5.709577635049985
91,5.829037508181234
92,5.817630745068025
93,5.733073423298939
94,5.7532568362620795
95,5.648708298555021
96,5.712679274511865
97,5.703586855808154
98,5.673002834054452
99,5.734064495717954
100,5.772142673812066
101,5.679766709336921
102,5.700911153587149
103,5.759326314361889
104,5.801599163336786
105,5.814926960620756
106,5.733149735412582
107,5.624350217735755
108,5.720719708556665
109,5.7575656998792715
110,5.7166470075692555
111,5.755698366095271
112,5.828954081698249
113,5.724590941299644
114,5.747699125433984
115,5.7877200603548875
116,5.691543986738068
117,5.538220693184955
118,5.716217472349012
119,5.765297808926221
120,5.80108663071602
121,5.998757095920942
122,5.809833794751571
123,5.802348357949484
124,5.65925486037158
125,5.661905418219728
126,5.68064396078352
127,5.698657391725182
128,5.738976063777187
129,5.602156476744827
130,5.715540291480838
131,5.534775012748901
132,5.697640477124746
133,5.773286994500973
134,5.705163791241083
135,5.774994328982252
136,5.730282419532797
137,5.637590564604789
138,5.726277549708824
139,5.772782865351669
140,5.650099988992358
141,5.623496181013845
142,5.807854753236546
143,5.787279969543735
144,5.776678432903259
145,5.667297680337971
146,5.720200039695546
147,5.73486334802872
148,5.852561349587225
149,5.702291756951715
150,5.775153700921847
151,5.739337405116939
152,5.6314929191268455
153,5.677827583892515
154,5.7536609292825185
155,5.7728787045552
156,5.733200098458002
157,5.680589209607964
158,5.82648152518189
159,5.759264494991309
160,5.646788047847257
161,5.662486181140775
162,5.861760283895663
163,5.734840270899688
164,5.719075218277373
165,5.652349741515773
166,5.838413716817508
167,5.70503478778899
168,5.824053020798967
169,5.786819878450048
170,5.7701654549421
171,5.704855621073213
172,5.9962561836755555
173,5.6245637364610435
174,5.827054545639019
175,5.825833491261559
176,5.780324555758205
177,5.802930016492791
178,5.650086179036642
179,5.666901476503137
180,5.747667352835844
181,5.815376744682871
182,5.727130761091061
183,5.751307317750805
184,5.730982858235964
185,5.708789166690211
186,5.716660488867501
187,5.801202635352342
188,5.80576084478605
189,5.788407435857189
190,5.7245711195737465
191,5.634298172198997
192,5.703875282754379
193,5.767071322586738
194,5.7272474803948095
195,5.7518197425348285
196,5.687255897841984
197,5.756315795065224
198,5.612897778619953
199,5.6245552750140035
200,5.739875224266784
201,5.683962568377386
202,5.7331109836303495
203,5.801579821885856
204,5.659834887560302
205,5.584274971848623
206,5.806478421425473
207,5.749732700990325
208,5.64806504094177
209,5.692415800207837
210,5.686298984358313
211,5.671363240104032
212,5.697849566669152
213,5.72106725861695
214,5.736722713092027
215,5.68348595709139
216,5.790683109620526
217,5.580964035841093
218,5.748823047810895
219,5.6629263838033825
220,5.788187293843449
221,5.841435168819752
222,5.710387626005004
223,5.732717811750401
224,5.732844179399104
225,5.648316300058513
226,5.682859448577532
227,5.732744222567481
228,5.814914755707115
229,5.7338336757054185
230,5.821139510994469
231,5.81175606368244
232,5.712712403867427
233,5.726432911255889
234,5.750490336953004
235,5.744834019268941
236,5.810710535328402
237,5.68696436382948
238,5.674920273334246
239,5.7949309652197005
240,5.795385574272578
241,5.838943983313197
242,5.6738099182550235
243,5.613873657450244
244,5.794133773364644
245,5.751843644785396
246,5.592515209885124
247,5.679420362463125
248,5.763963414509589
249,5.789620832570801
250,5.779861706823877
251,5.647341410937014
252,5.809380213123071
253,5.817024768879385
254,5.71898416604328
255,5.791996151177335
256,5.741000662238413
257,5.780182015114191
258,5.6870442460313075
259,5.841562297062764
260,5.816795695569114
261,5.811146624679944
262,5.843065023269637
263,5.814216458146381
264,5.733017350266279
265,5.747385279337075
266,5.759214656815825
267,5.70197567852864
268,5.674607793640186
269,5.6565450723221735
270,5.639707819803444
271,5.732519087166238
272,5.718046982852322
273,5.662175662828672
274,5.715140214084162
275,5.830146958987843
276,5.761879617033627
277,5.806478455796981
278,5.98327372858088
279,5.628746816783538
280,5.750376092557667
281,5.86824450962679
282,5.786855228964454
283,5.812620012347369
284,5.741683193924864
285,5.772401912184944
286,5.981704370084288
287,5.741522068508766
288,5.651161311352404
289,5.778104825991948
290,5.967014462181029
291,5.809527918324886
292,5.759456417233478
293,5.635096577436734
294,5.72884849753383
295,5.604021416994918
296,5.736552930973675
297,5.765766288077196
298,5.699267805295145
