body_type,id_marca,ano,city,insurance,seats,transmission_type,mileage,id_engine_capacity_group,fuel_type,id_kms_group,id_max_power_group,owner_type,ID
0.6396560031200369,0.8203921672214817,2017.0,0.7802749440134992,0.8066038827358484,5.0,0.089037389908171,18.9,1.0107238653917732,0.2045438914078859,0.3074324872731117,3.311753861055754,0.4141267697653129,0
0.6396560031200369,0.6989700043360189,2020.0,1.2325726150081295,0.0687158123694598,5.0,0.7096938697277919,21.21,1.0107238653917732,0.2045438914078859,1.1076338783998294,3.311753861055754,0.4086638740638107,1
0.6396560031200369,0.6989700043360189,2010.0,1.5336026106721106,0.0687158123694598,5.0,0.089037389908171,18.2,1.834632606336092,0.2045438914078859,0.3074324872731117,3.311753861055754,0.8346326063360918,2
0.6396560031200369,0.6989700043360189,2010.0,1.0564813559524482,0.0687158123694598,5.0,0.089037389908171,19.7,1.834632606336092,0.2045438914078859,0.4544213646244858,3.311753861055754,0.4141267697653129,3
0.6396560031200369,0.8203921672214817,2018.0,1.0564813559524482,0.8066038827358484,5.0,0.089037389908171,17.19,1.0107238653917732,0.2045438914078859,0.3074324872731117,3.311753861055754,0.4086638740638107,4
1.2325726150081295,0.880390096896767,2018.0,0.6683011845695669,0.8066038827358484,7.0,0.089037389908171,14.24,1.1656258253775162,0.4366925976640542,1.0813049396774803,3.311753861055754,0.4141267697653129,5
0.6396560031200369,0.6989700043360189,2020.0,1.2703611758975293,0.0687158123694598,5.0,0.089037389908171,32.52,1.834632606336092,2.712783856719736,1.1076338783998294,3.311753861055754,0.4141267697653129,6
2.110723865391773,1.135662602000073,2010.0,1.3575113516164294,0.0687158123694598,7.0,0.089037389908171,11.57,0.7802749440134992,0.4366925976640542,0.4544213646244858,3.311753861055754,0.8346326063360918,7
0.6396560031200369,1.135662602000073,2018.0,1.2325726150081295,0.0687158123694598,5.0,0.089037389908171,23.84,1.0107238653917732,0.2045438914078859,0.3074324872731117,3.311753861055754,0.4141267697653129,8
1.2325726150081295,0.8493558631567982,2017.0,0.7802749440134992,0.8066038827358484,5.0,0.089037389908171,17.5,1.0107238653917732,0.2045438914078859,1.1076338783998294,3.311753861055754,0.4086638740638107,9
0.2113833159381914,0.8493558631567982,2018.0,1.0564813559524482,0.8066038827358484,5.0,0.089037389908171,17.4,0.1687390608016592,0.2045438914078859,1.1076338783998294,3.311753861055754,0.4141267697653129,10
0.6396560031200369,0.8203921672214817,2021.0,1.135662602000073,0.0687158123694598,5.0,0.7096938697277919,20.3,1.0107238653917732,0.2045438914078859,1.1076338783998294,3.311753861055754,0.4141267697653129,11
1.2325726150081295,0.8203921672214817,2019.0,0.7802749440134992,0.8066038827358484,5.0,0.089037389908171,22.1,0.1687390608016592,0.4366925976640542,0.3074324872731117,3.311753861055754,0.4141267697653129,12
0.6396560031200369,0.6989700043360189,2016.0,1.0564813559524482,0.0687158123694598,5.0,0.089037389908171,18.5,1.0107238653917732,0.2045438914078859,0.3074324872731117,3.311753861055754,0.4086638740638107,13
1.2325726150081295,1.834632606336092,2014.0,1.0564813559524482,0.0687158123694598,7.0,0.089037389908171,13.5,0.7802749440134992,0.4366925976640542,0.4544213646244858,3.311753861055754,0.4141267697653129,14
1.2325726150081295,0.8203921672214817,2017.0,0.7802749440134992,0.0687158123694598,5.0,0.089037389908171,15.29,0.1687390608016592,0.2045438914078859,1.1076338783998294,3.311753861055754,0.4086638740638107,15
1.2325726150081295,1.4666558210414975,2016.0,1.0564813559524482,0.0687158123694598,7.0,0.089037389908171,16.0,0.1687390608016592,0.4366925976640542,0.3074324872731117,3.311753861055754,0.4141267697653129,16
0.6396560031200369,0.8203921672214817,2016.0,1.0564813559524482,0.9066038827358484,5.0,0.089037389908171,18.9,1.0107238653917732,0.2045438914078859,0.3074324872731117,3.311753861055754,0.4141267697653129,17
0.6396560031200369,0.6989700043360189,2001.0,0.6683011845695669,0.0687158123694598,5.0,0.089037389908171,14.0,1.834632606336092,0.2045438914078859,1.1076338783998294,3.311753861055754,0.8346326063360918,18
0.2113833159381914,1.834632606336092,2014.0,1.2325726150081295,0.8066038827358484,5.0,0.089037389908171,20.54,0.1687390608016592,0.4366925976640542,0.3074324872731117,3.311753861055754,0.4141267697653129,19
