id_categoria_marca,ano,mileage,id_transmissao,id_max_power_group,resale_price_Lakh
0.07353108606611604,2019.0,23.84,0.1313588447382279,0.20664410886178067,5.66
0.07353108606611604,2018.0,17.5,0.1313588447382279,0.20664410886178067,6.64
0.07353108606611604,2015.0,17.4,0.1313588447382279,0.44604017224294634,5.65
0.07353108606611604,2021.0,14.08,0.5831023826138171,0.44604017224294634,23.0
0.07353108606611604,2019.0,21.4,0.5831023826138171,0.20664410886178067,6.87
1.5067380125965582,2021.0,17.66,0.5831023826138171,1.7586984369614505,115.0
0.07353108606611604,2021.0,17.52,0.1313588447382279,0.20664410886178067,7.85
0.07353108606611604,2015.0,16.09,0.1313588447382279,0.44604017224294634,5.95
1.5067380125965582,2018.0,22.48,0.5831023826138171,0.44604017224294634,38.75
0.07353108606611604,2021.0,18.24,0.5831023826138171,0.20664410886178067,9.6
0.07353108606611604,2019.0,21.74,0.1313588447382279,0.20664410886178067,3.49
0.07353108606611604,2018.0,23.01,0.1313588447382279,0.20664410886178067,3.1
0.07353108606611604,2019.0,21.5,0.5831023826138171,0.44604017224294634,10.22
0.07353108606611604,2013.0,22.38,0.1313588447382279,0.20664410886178067,4.55
0.07353108606611604,2017.0,18.0,0.5831023826138171,0.44604017224294634,7.18
0.07353108606611604,2015.0,22.41,0.1313588447382279,0.20664410886178067,3.78
0.07353108606611604,2018.0,27.39,0.1313588447382279,0.20664410886178067,6.75
0.07353108606611604,2018.0,16.55,0.1313588447382279,0.44604017224294634,9.85
0.07353108606611604,2018.0,19.0,0.1313588447382279,0.20664410886178067,5.5
0.07353108606611604,2019.0,15.1,0.5831023826138171,0.44604017224294634,15.0
0.07353108606611604,2017.0,18.6,0.1313588447382279,0.20664410886178067,6.68
0.9036402800773355,2022.0,0.0,0.5831023826138171,0.44604017224294634,21.0
0.07353108606611604,2011.0,20.36,0.1313588447382279,0.20664410886178067,2.46
0.9036402800773355,2017.0,16.38,0.5831023826138171,0.44604017224294634,43.0
0.07353108606611604,2017.0,18.2,0.5831023826138171,0.20664410886178067,7.75
0.07353108606611604,2017.0,22.77,0.1313588447382279,0.20664410886178067,7.33
0.07353108606611604,2020.0,17.0,0.1313588447382279,0.44604017224294634,8.5
0.07353108606611604,2019.0,17.6,0.5831023826138171,0.44604017224294634,15.75
0.07353108606611604,2022.0,0.0,0.1313588447382279,0.20664410886178067,11.5
0.07353108606611604,2018.0,18.15,0.1313588447382279,0.20664410886178067,3.95
0.07353108606611604,2019.0,17.4,0.5831023826138171,0.20664410886178067,7.34
0.07353108606611604,2019.0,18.6,0.1313588447382279,0.20664410886178067,7.59
0.07353108606611604,2018.0,19.34,0.1313588447382279,0.44604017224294634,9.0
0.07353108606611604,2017.0,21.4,0.1313588447382279,0.20664410886178067,7.12
0.07353108606611604,2021.0,0.0,0.1313588447382279,0.44604017224294634,10.49
0.07353108606611604,2022.0,20.7,0.1313588447382279,0.20664410886178067,7.5
0.07353108606611604,2012.0,22.9,0.1313588447382279,0.20664410886178067,4.54
0.07353108606611604,2021.0,20.71,0.1313588447382279,0.20664410886178067,4.08
0.07353108606611604,2022.0,17.7,0.1313588447382279,0.44604017224294634,11.25
0.07353108606611604,2014.0,15.8,0.1313588447382279,0.44604017224294634,4.08
0.07353108606611604,2021.0,17.05,0.5831023826138171,0.44604017224294634,9.15
0.07353108606611604,2017.0,18.16,0.1313588447382279,0.20664410886178067,4.5
0.07353108606611604,2010.0,16.0,0.1313588447382279,0.20664410886178067,0.85
0.07353108606611604,2016.0,18.7,0.1313588447382279,0.20664410886178067,5.5
0.07353108606611604,2017.0,17.0,0.5831023826138171,0.44604017224294634,9.21
0.07353108606611604,2019.0,14.8,0.5831023826138171,0.44604017224294634,9.0
0.9036402800773355,2022.0,0.0,0.5831023826138171,0.44604017224294634,16.5
0.07353108606611604,2017.0,17.7,0.1313588447382279,0.44604017224294634,8.0
0.07353108606611604,2014.0,15.74,0.5831023826138171,0.44604017224294634,4.0
0.07353108606611604,2011.0,18.3,0.1313588447382279,0.44604017224294634,2.5
0.07353108606611604,2011.0,15.6,0.5831023826138171,0.44604017224294634,2.95
1.5067380125965582,2018.0,15.68,0.5831023826138171,0.44604017224294634,34.0
0.07353108606611604,2011.0,18.9,0.1313588447382279,0.20664410886178067,2.75
0.07353108606611604,2014.0,24.2,0.1313588447382279,0.20664410886178067,5.5
0.9036402800773355,2020.0,14.11,0.5831023826138171,0.44604017224294634,29.75
0.07353108606611604,2021.0,16.35,0.5831023826138171,0.44604017224294634,10.25
0.07353108606611604,2012.0,20.36,0.1313588447382279,0.20664410886178067,2.75
0.07353108606611604,2021.0,22.05,0.1313588447382279,0.20664410886178067,3.9
0.07353108606611604,2011.0,15.8,0.1313588447382279,0.44604017224294634,2.5
0.07353108606611604,2012.0,17.01,0.1313588447382279,0.44604017224294634,3.4
0.07353108606611604,2015.0,17.4,0.1313588447382279,0.44604017224294634,5.94
0.07353108606611604,2014.0,23.95,0.5831023826138171,0.20664410886178067,2.5
0.07353108606611604,2021.0,19.17,0.1313588447382279,0.20664410886178067,6.43
0.07353108606611604,2018.0,19.0,0.1313588447382279,0.20664410886178067,5.77
0.07353108606611604,2021.0,18.0,0.1313588447382279,0.44604017224294634,10.2
0.07353108606611604,2014.0,18.0,0.1313588447382279,0.20664410886178067,3.3
0.07353108606611604,2009.0,17.8,0.1313588447382279,0.20664410886178067,2.5
0.07353108606611604,2016.0,18.0,0.5831023826138171,0.44604017224294634,6.6
0.07353108606611604,2021.0,20.0,0.1313588447382279,0.44604017224294634,8.75
0.07353108606611604,2019.0,26.1,0.1313588447382279,0.20664410886178067,5.9
0.07353108606611604,2018.0,21.4,0.1313588447382279,0.20664410886178067,6.7
0.07353108606611604,2017.0,19.67,0.1313588447382279,0.44604017224294634,8.5
0.9036402800773355,2007.0,12.8,0.1313588447382279,0.44604017224294634,2.85
0.07353108606611604,2013.0,22.07,0.1313588447382279,0.20664410886178067,3.4
0.07353108606611604,2012.0,26.2,0.1313588447382279,0.20664410886178067,2.43
0.07353108606611604,2010.0,18.06,0.1313588447382279,0.20664410886178067,1.05
0.07353108606611604,2015.0,22.38,0.1313588447382279,0.20664410886178067,5.06
0.07353108606611604,2018.0,21.5,0.5831023826138171,0.44604017224294634,8.42
