id_categoria_marca,ano,mileage,transmission_type,id_max_power_group,ID
0.073531086066116,2017.0,18.9,0.1313588447382279,0.2066441088617806,0
0.073531086066116,2020.0,21.21,0.5831023826138171,0.2066441088617806,1
0.073531086066116,2010.0,18.2,0.1313588447382279,0.2066441088617806,2
0.073531086066116,2010.0,19.7,0.1313588447382279,0.2066441088617806,3
0.073531086066116,2018.0,17.19,0.1313588447382279,0.2066441088617806,4
0.9036402800773355,2018.0,14.24,0.1313588447382279,0.4460401722429463,5
0.073531086066116,2020.0,32.52,0.1313588447382279,0.2066441088617806,6
0.073531086066116,2010.0,11.57,0.1313588447382279,0.4460401722429463,7
0.073531086066116,2018.0,23.84,0.1313588447382279,0.2066441088617806,8
0.073531086066116,2017.0,17.5,0.1313588447382279,0.2066441088617806,9
0.073531086066116,2018.0,17.4,0.1313588447382279,0.4460401722429463,10
0.073531086066116,2021.0,20.3,0.5831023826138171,0.2066441088617806,11
0.073531086066116,2019.0,22.1,0.1313588447382279,0.2066441088617806,12
0.073531086066116,2016.0,18.5,0.1313588447382279,0.2066441088617806,13
0.073531086066116,2014.0,13.5,0.1313588447382279,0.4460401722429463,14
0.073531086066116,2017.0,15.29,0.1313588447382279,0.4460401722429463,15
0.073531086066116,2016.0,16.0,0.1313588447382279,0.4460401722429463,16
0.073531086066116,2016.0,18.9,0.1313588447382279,0.2066441088617806,17
0.073531086066116,2001.0,14.0,0.1313588447382279,0.2066441088617806,18
0.073531086066116,2014.0,20.54,0.1313588447382279,0.4460401722429463,19
0.073531086066116,2015.0,17.4,0.1313588447382279,0.4460401722429463,20
0.073531086066116,2018.0,18.69,0.5831023826138171,0.4460401722429463,21
0.073531086066116,2012.0,15.04,0.1313588447382279,0.4460401722429463,22
0.073531086066116,2011.0,17.01,0.1313588447382279,0.4460401722429463,23
0.073531086066116,2019.0,21.5,0.1313588447382279,0.4460401722429463,24
0.073531086066116,2019.0,20.7,0.1313588447382279,0.2066441088617806,25
0.073531086066116,2013.0,16.09,0.1313588447382279,0.4460401722429463,26
0.073531086066116,2019.0,17.0,0.1313588447382279,0.4460401722429463,27
1.6067380125965582,2020.0,12.6,0.5831023826138171,0.4460401722429463,28
0.073531086066116,2010.0,17.92,0.1313588447382279,0.2066441088617806,29
0.9036402800773355,2020.0,0.0,0.5831023826138171,0.4460401722429463,30
0.073531086066116,2012.0,22.41,0.1313588447382279,0.2066441088617806,31
0.073531086066116,2016.0,21.1,0.1313588447382279,0.2066441088617806,32
0.073531086066116,2012.0,18.9,0.1313588447382279,0.2066441088617806,33
0.073531086066116,2010.0,17.0,0.1313588447382279,0.2066441088617806,34
0.073531086066116,2018.0,18.9,0.1313588447382279,0.2066441088617806,35
0.073531086066116,2014.0,22.41,0.1313588447382279,0.2066441088617806,36
0.073531086066116,2015.0,19.81,0.1313588447382279,0.2066441088617806,37
0.073531086066116,2017.0,23.1,0.1313588447382279,0.2066441088617806,38
0.9036402800773355,2016.0,18.25,0.5831023826138171,0.4460401722429463,39
0.073531086066116,2011.0,21.1,0.1313588447382279,0.2066441088617806,40
0.073531086066116,2018.0,21.4,0.1313588447382279,0.2066441088617806,41
0.073531086066116,2021.0,18.1,0.5831023826138171,0.4460401722429463,42
0.073531086066116,2014.0,19.1,0.1313588447382279,0.2066441088617806,43
0.073531086066116,2021.0,21.01,0.1313588447382279,0.2066441088617806,44
0.073531086066116,2018.0,21.4,0.5831023826138171,0.2066441088617806,45
1.5067380125965582,2018.0,16.77,0.5831023826138171,1.7586984369614505,46
0.073531086066116,2012.0,20.54,0.1313588447382279,0.4460401722429463,47
0.073531086066116,2020.0,12.05,0.5831023826138171,0.4460401722429463,48
0.073531086066116,2014.0,25.2,0.1313588447382279,0.2066441088617806,49
0.073531086066116,2019.0,18.0,0.5831023826138171,0.4460401722429463,50
0.073531086066116,2021.0,19.01,0.1313588447382279,0.2066441088617806,51
0.073531086066116,2022.0,20.09,0.1313588447382279,0.2066441088617806,52
