id_transmissao,id_body_type,id_modelos,id_categoria_marca,mileage,ano,id_city,id_insurance,seats,engine_capacity,id_fuel_type,kms_driven,max_power,id_owner_type,ID
0.1429839936986336,0.3741298329982666,0.3999987237104953,0.3128272303093278,18.9,2017.0,0.918161055568716,0.439581715902397,5.0,1197.0,0.1866751122549881,53658.0,81.8,0.1528264110571254,0
0.5518073892282074,0.3741298329982666,0.419421144866336,0.3565925896349055,21.21,2020.0,1.289241805108273,1.422127038242261,5.0,1197.0,0.1866751122549881,33055.0,81.8,0.6175178443879846,1
0.1429839936986336,0.3741298329982666,0.3999987237104953,0.3565925896349055,18.2,2010.0,1.6031817168294924,0.2593431956651371,5.0,998.0,0.1866751122549881,90385.0,67.1,1.3474934199453568,2
0.1429839936986336,0.3741298329982666,0.3999987237104953,0.3565925896349055,19.7,2010.0,0.7611250924141936,0.2593431956651371,5.0,796.0,0.1866751122549881,110000.0,46.3,0.1528264110571254,3
0.1429839936986336,0.3741298329982666,0.419421144866336,0.3128272303093278,17.19,2018.0,0.7611250924141936,0.439581715902397,5.0,1197.0,0.1866751122549881,58000.0,81.8,0.6175178443879846,4
0.1429839936986336,0.5969862553882507,1.165668060137747,0.3128272303093278,14.24,2018.0,0.8701413416848351,0.439581715902397,7.0,2755.0,0.500913650476359,174000.0,174.5,0.1528264110571254,5
0.1429839936986336,0.3741298329982666,0.419421144866336,0.3565925896349055,32.52,2020.0,1.1198650006685882,0.2593431956651371,5.0,998.0,1.5383795956654682,48021.0,58.3,0.1528264110571254,6
0.1429839936986336,3.767639706056411,0.3999987237104953,0.3565925896349055,11.57,2010.0,1.1252292762448175,0.2593431956651371,7.0,2179.0,0.500913650476359,120000.0,138.1,1.3474934199453568,7
0.1429839936986336,0.3741298329982666,0.3999987237104953,0.3565925896349055,23.84,2018.0,1.289241805108273,1.422127038242261,5.0,1199.0,0.1866751122549881,98982.0,84.0,0.1528264110571254,8
0.1429839936986336,0.5969862553882507,0.419421144866336,0.3128272303093278,17.5,2017.0,0.918161055568716,0.439581715902397,5.0,1199.0,0.1866751122549881,30995.0,88.7,0.6175178443879846,9
