id_transmissao,id_body_type,id_modelos,id_categoria_marca,mileage,ano,id_city,id_insurance,seats,engine_capacity,id_fuel_type,kms_driven,max_power,id_owner_type,ID
0.1429904339619702,0.3742912372656051,2.887804779070313,0.0865154323141595,18.9,2017.0,0.9167351970099884,0.4381549929502174,5.0,1197.0,0.187053001892942,53658.0,81.8,0.1530493854033244,0
0.5517900191151199,0.3742912372656051,3.2399872971816754,0.0865154323141595,21.21,2020.0,1.2893790723974448,1.42209154001988,5.0,1197.0,0.187053001892942,33055.0,81.8,0.616479575070167,1
0.1429904339619702,0.3742912372656051,3.4441072798376005,0.0865154323141595,18.2,2010.0,1.6040011853808425,0.2604389224775805,5.0,998.0,0.187053001892942,90385.0,67.1,1.3478926944911953,2
0.1429904339619702,0.3742912372656051,2.435507108075683,0.0865154323141595,19.7,2010.0,0.7606999807055055,0.2604389224775805,5.0,796.0,0.187053001892942,110000.0,46.3,0.1530493854033244,3
0.1429904339619702,0.3742912372656051,3.842047288509638,0.0865154323141595,17.19,2018.0,0.7606999807055055,0.4381549929502174,5.0,1197.0,0.187053001892942,58000.0,81.8,0.616479575070167,4
0.1429904339619702,0.5971519548177764,3.5410172928456567,0.91211772842505,14.24,2018.0,0.8696130115522729,0.4381549929502174,7.0,2755.0,0.5001184047638285,174000.0,174.5,0.1530493854033244,5
0.1429904339619702,0.3742912372656051,2.6115983671313643,0.0865154323141595,32.52,2020.0,1.1181813240661342,0.2604389224775805,5.0,998.0,1.5366959190630145,48021.0,58.3,0.1530493854033244,6
0.1429904339619702,3.7659560294539567,3.842047288509638,0.0865154323141595,11.57,2010.0,1.1310841695143623,0.2604389224775805,7.0,2179.0,0.5001184047638285,120000.0,138.1,1.3478926944911953,7
0.1429904339619702,0.3742912372656051,3.842047288509638,0.0865154323141595,23.84,2018.0,1.2893790723974448,1.42209154001988,5.0,1199.0,0.187053001892942,98982.0,84.0,0.1530493854033244,8
0.1429904339619702,0.5971519548177764,2.996949248495381,0.0865154323141595,17.5,2017.0,0.9167351970099884,0.4381549929502174,5.0,1199.0,0.187053001892942,30995.0,88.7,0.616479575070167,9
