id_transmissao,id_body_type,id_modelos,id_categoria_marca,ano,id_insurance,seats,engine_capacity,id_fuel_type,max_power,ID
0.1306344835831814,0.3631383338656007,2.875318546860068,0.0740292001039143,2017.0,0.4469137531446819,5.0,1197.0,0.1808108436013733,81.8,0
0.5851602224980227,0.3631383338656007,3.22750106497143,0.0740292001039143,2020.0,1.4145877083285747,5.0,1197.0,0.1808108436013733,81.8,1
0.1306344835831814,0.3631383338656007,3.431621047627355,0.0740292001039143,2010.0,0.2561672213768721,5.0,998.0,0.1808108436013733,67.1,2
0.1306344835831814,0.3631383338656007,2.4230208758654377,0.0740292001039143,2010.0,0.2561672213768721,5.0,796.0,0.1808108436013733,46.3,3
0.1306344835831814,0.3631383338656007,3.8295610562993927,0.0740292001039143,2018.0,0.4469137531446819,5.0,1197.0,0.1808108436013733,81.8,4
0.1306344835831814,0.6002632621852876,3.5285310606354114,0.8996314962148049,2018.0,0.4469137531446819,7.0,2755.0,0.5145358569867878,174.5,5
0.1306344835831814,0.3631383338656007,2.5991121349211186,0.0740292001039143,2020.0,0.2561672213768721,5.0,998.0,1.5242096868527688,58.3,6
0.1306344835831814,3.7534697972437114,3.8295610562993927,0.0740292001039143,2010.0,0.2561672213768721,7.0,2179.0,0.5145358569867878,138.1,7
0.1306344835831814,0.3631383338656007,3.8295610562993927,0.0740292001039143,2018.0,1.4145877083285747,5.0,1199.0,0.1808108436013733,84.0,8
0.1306344835831814,0.6002632621852876,2.984463016285136,0.0740292001039143,2017.0,0.4469137531446819,5.0,1199.0,0.1808108436013733,88.7,9
0.1306344835831814,0.5776796017468651,3.089198366805149,0.0740292001039143,2018.0,0.4469137531446819,5.0,1497.0,0.1808108436013733,117.6,10
0.5851602224980227,0.3631383338656007,3.285493011949117,0.0740292001039143,2021.0,0.2561672213768721,5.0,1086.0,0.1808108436013733,68.0,11
0.1306344835831814,0.6002632621852876,3.176348542524049,0.0740292001039143,2019.0,0.4469137531446819,5.0,1396.0,0.5145358569867878,88.7,12
0.1306344835831814,0.3631383338656007,3.016647699656537,0.0740292001039143,2016.0,0.2561672213768721,5.0,1197.0,0.1808108436013733,85.8,13
0.1306344835831814,0.6002632621852876,3.22750106497143,0.0740292001039143,2014.0,0.2561672213768721,7.0,2477.0,0.5145358569867878,175.5,14
0.1306344835831814,0.6002632621852876,3.0514098059157493,0.0740292001039143,2017.0,0.2561672213768721,5.0,1591.0,0.1808108436013733,121.3,15
0.1306344835831814,0.6002632621852876,3.431621047627355,0.0740292001039143,2016.0,0.2561672213768721,7.0,1997.0,0.5145358569867878,140.0,16
0.1306344835831814,0.3631383338656007,2.0852680731767164,0.0740292001039143,2016.0,1.3090775235586007,5.0,1197.0,0.1808108436013733,82.0,17
0.1306344835831814,0.3631383338656007,3.929561056299393,0.0740292001039143,2001.0,0.2561672213768721,5.0,796.0,0.1808108436013733,35.0,18
0.1306344835831814,0.5776796017468651,2.9544997929076926,0.0740292001039143,2014.0,0.4469137531446819,5.0,1598.0,0.5145358569867878,103.6,19
0.1306344835831814,0.5776796017468651,2.3824030249571737,0.0740292001039143,2015.0,1.4145877083285747,5.0,1497.0,0.1808108436013733,117.3,20
0.5851602224980227,1.3502737398232223,3.929561056299393,0.0740292001039143,2018.0,0.2561672213768721,7.0,1462.0,0.1808108436013733,103.0,21
0.1306344835831814,0.5776796017468651,3.35243980157973,0.0740292001039143,2012.0,0.2561672213768721,5.0,1598.0,0.1808108436013733,103.6,22
0.1306344835831814,0.5776796017468651,2.550807455346564,0.0740292001039143,2011.0,0.2561672213768721,5.0,1591.0,0.1808108436013733,121.3,23
0.1306344835831814,0.6002632621852876,3.929561056299393,0.0740292001039143,2019.0,0.2561672213768721,5.0,1497.0,0.5145358569867878,108.5,24
0.1306344835831814,0.3631383338656007,2.768863215945781,0.0740292001039143,2019.0,0.2561672213768721,5.0,1197.0,0.1808108436013733,81.8,25
0.1306344835831814,0.5776796017468651,3.6534697972437113,0.0740292001039143,2013.0,0.4469137531446819,5.0,1598.0,0.1808108436013733,103.2,26
0.1306344835831814,0.6002632621852876,3.22750106497143,0.0740292001039143,2019.0,0.2561672213768721,5.0,1956.0,0.5145358569867878,138.1,27
0.5851602224980227,0.5776796017468651,3.929561056299393,1.6094147701883388,2020.0,0.2561672213768721,5.0,1950.0,0.5145358569867878,194.0,28
0.1306344835831814,0.3631383338656007,2.6392293581291013,0.0740292001039143,2010.0,0.4469137531446819,5.0,1086.0,0.1808108436013733,62.1,29
0.5851602224980227,0.6002632621852876,3.0514098059157493,0.8996314962148049,2020.0,0.4469137531446819,5.0,0.0,2.4584931940276564,140.8,30
0.1306344835831814,0.5776796017468651,3.431621047627355,0.0740292001039143,2012.0,0.2561672213768721,5.0,1197.0,0.1808108436013733,88.5,31
